CustomerId,CreditScore,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
15662736,559,4,147069.78,1,1,0,1
15666252,706,5,0,2,1,1,0
15677512,628,4,0,1,1,0,0
15626114,429,4,95741.75,1,1,0,0
15810834,525,4,145965.33,1,1,1,0
15678910,680,7,141441.75,1,1,1,0
15694408,749,5,139290.41,1,1,0,1
15585215,763,5,0,2,0,0,0
15682757,734,5,0,2,1,0,0
15736601,716,6,144428.87,1,1,0,0
15601848,594,5,0,2,1,0,0
15736008,644,6,95441.27,1,1,0,1
15669064,671,5,144848.74,1,1,1,0
15624528,664,5,116244.14,2,1,1,0
15598493,656,4,0,2,0,1,0
15601274,667,6,146502.07,1,1,0,0
15702669,663,3,117028.6,2,0,1,0
15728669,584,5,112013.81,1,1,0,1
15742668,626,7,108269.37,1,1,0,0
15697441,485,5,182123.79,1,1,0,1
15740476,659,6,150923.74,2,0,1,0
15648064,649,3,0,2,1,0,0
15636624,805,4,165272.13,1,1,0,1
15807923,716,3,115301.31,1,1,0,1
15745844,642,7,129502.49,2,0,1,1
15786170,659,6,118342.26,1,0,0,0
15681081,545,4,0,2,1,1,0
15684484,543,6,0,2,0,0,0
15785869,718,6,0,2,1,0,0
15763859,840,6,0,2,1,0,0
15658935,630,7,106937.05,2,1,0,0
15747358,643,7,170331.37,1,1,1,0
15735203,654,4,114510.85,1,1,1,0
15576256,582,7,0,2,1,1,0
15659420,659,5,107594.11,2,1,1,0
15593365,762,7,81273.13,1,1,1,0
15777352,568,7,169399.6,1,1,0,0
15812007,670,3,0,2,1,1,0
15625461,613,7,187841.99,2,1,1,0
15739438,539,5,0,2,1,0,0
15611759,850,3,126776.3,2,1,1,0
15661629,522,4,126436.29,1,1,0,1
15633950,737,5,101960.74,1,1,1,0
15592386,520,4,0,2,0,1,0
15803716,706,7,0,2,0,1,0
15696674,643,6,150842.93,1,0,1,1
15706365,648,4,102535.57,1,1,1,0
15745088,443,6,99027.61,2,1,0,0
15676715,640,7,0,2,1,1,0
15613085,628,3,0,1,1,1,0
15633537,540,6,87271.41,2,1,0,0
15594720,460,3,102742.91,2,1,1,0
15684042,636,5,40105.51,2,0,1,0
15583303,593,3,152265.43,1,1,0,0
15611579,801,4,141947.67,1,1,1,0
15774696,640,3,106307.91,2,0,1,0
15694506,611,5,107884.81,2,1,1,0
15688074,802,7,125013.72,1,1,1,0
15759537,717,4,58469.37,2,1,1,0
15758449,769,7,0,1,0,1,0
15583456,745,5,117231.63,3,1,1,1
15667871,572,5,152390.26,1,1,0,0
15677371,629,4,34013.63,1,1,0,0
15629677,687,4,0,3,0,0,1
15713578,483,7,0,2,1,1,0
15591509,690,6,101583.11,2,1,0,0
15568240,492,4,77168.87,2,0,1,0
15622993,709,5,124695.72,2,1,0,0
15689294,705,6,105934.96,1,1,0,0
15720910,560,4,0,1,1,1,0
15721181,611,6,0,2,1,0,0
15776433,730,6,0,2,1,1,0
15748936,709,4,0,2,0,1,0
15717225,544,4,161525.96,2,1,0,0
15685226,712,3,147199.07,1,1,1,0
15785611,752,5,183102.29,1,1,1,0
15573456,648,5,127209,2,1,0,1
15684548,556,4,0,2,0,0,1
15620505,594,7,97378.54,1,1,1,0
15807432,645,6,136925.09,2,0,1,0
15584766,557,4,54503.55,1,1,1,0
15612187,547,5,155726.85,1,1,0,0
15762218,701,6,0,2,0,1,0
15646372,616,4,135842.41,1,1,0,1
15690452,605,6,63349.75,1,1,0,0
15747795,593,6,129499.42,1,1,1,0
15781589,751,4,0,2,0,1,0
15732674,443,4,70438.01,2,0,1,0
15642291,685,4,0,2,1,1,0
15692761,718,7,0,1,1,0,0
15578045,538,5,141434.04,1,0,0,1
15745354,611,6,0,2,1,0,0
15701376,668,7,152958.29,2,1,1,0
15691625,537,3,138306.34,1,1,0,0
15566594,709,5,0,2,0,0,0
15760431,850,6,0,2,1,1,0
15686302,745,6,124328.84,1,1,1,0
15801559,693,6,181461.48,3,1,1,1
15810432,795,4,0,2,1,0,0
15809616,626,4,0,2,0,0,0
15720559,487,4,110368.03,1,0,0,1
15695632,556,6,89588.35,1,1,1,0
15659843,643,6,0,2,0,0,0
15615624,605,4,0,2,0,0,0
15810418,756,3,115924.89,1,1,0,1
15716186,586,7,0,2,1,0,0
15674551,535,7,111756.5,1,1,0,1
15622834,678,3,0,1,1,0,0
15566111,596,7,0,1,1,0,0
15784597,648,5,162923.85,1,1,0,0
15652883,492,6,124576.65,2,1,0,0
15806964,702,4,80793.58,1,1,1,0
15576313,486,5,71340.09,1,1,0,0
15806467,568,6,99282.63,1,0,0,1
15597602,619,7,137946.39,1,1,1,1
15743040,724,4,127892.57,2,0,1,0
15705521,548,5,101084.36,1,1,0,0
15595039,545,3,114754.08,1,1,0,1
15799384,683,4,0,1,0,0,0
15581197,762,5,99286.98,1,0,1,0
15693737,627,4,79871.02,2,1,0,0
15624623,516,4,104088.59,2,0,0,0
15783501,800,5,168190.33,2,1,0,0
15690134,464,3,85679.25,1,1,1,0
15782735,626,5,0,1,0,0,0
15611088,790,5,0,2,1,0,0
15672145,534,6,121551.58,2,1,1,0
15732628,745,5,122220.19,1,1,1,0
15787470,553,5,116528.15,1,0,0,1
15803406,748,4,77780.29,1,0,1,0
15730460,722,6,0,1,0,0,0
15644572,501,5,125832.2,1,1,1,0
15694860,675,5,68065.8,1,0,0,1
15658169,778,7,127299.34,2,1,0,0
15794396,494,4,174937.64,1,1,0,0
15785798,850,6,0,2,0,1,0
15710825,592,6,110071.1,1,0,0,0
15668444,590,4,139432.37,1,1,0,0
15726631,758,6,127357.76,1,0,1,0
15733797,506,5,0,2,1,0,0
15747960,733,5,0,1,1,1,0
15634632,711,5,0,2,1,0,0
15707362,514,7,95556.31,1,0,1,1
15662976,637,3,0,1,1,1,0
15732778,468,5,111681.98,2,1,1,0
15718443,539,6,0,2,1,0,0
15670039,509,3,108738.71,2,1,0,0
15773792,662,3,133950.37,1,1,1,1
15613786,818,4,0,2,1,1,0
15726032,608,4,89968.69,1,1,0,0
15663252,850,4,0,2,1,1,0
15593782,816,3,130878.75,3,1,0,1
15633283,536,5,0,2,1,0,0
15749167,753,5,0,2,1,1,0
15759298,631,5,134169.62,1,1,1,0
15683625,703,6,149762.08,1,1,0,1
15635367,774,6,93844.69,1,1,0,0
15681705,785,6,0,2,1,0,0
15603156,571,7,0,2,1,0,0
15591986,621,6,141078.37,1,0,0,1
15798888,605,6,117992.59,1,1,1,0
15809722,611,7,100812.33,2,1,0,0
15677538,569,6,0,1,1,1,0
15797736,658,5,80262.6,1,1,1,0
15695585,788,3,156478.62,1,0,1,0
15744398,525,3,0,2,1,0,0
15750658,798,6,0,3,0,0,0
15578186,486,3,115217.99,2,1,0,0
15676519,615,7,0,2,1,0,1
15637954,730,3,155470.55,1,1,1,0
15758639,641,3,0,2,1,0,0
15613772,542,6,135096.77,1,1,1,1
15731744,692,5,0,2,0,1,0
15807709,714,4,180075.22,1,1,1,0
15714689,591,7,97541.24,1,1,1,0
15699005,710,5,156067.05,1,1,1,0
15624170,639,4,81550.94,2,0,1,0
15725679,531,6,0,1,0,0,1
15585865,673,4,170061.92,2,0,0,1
15804256,765,6,92310.54,2,1,1,0
15662403,622,4,169089.38,2,1,0,0
15733616,806,3,80613.93,1,1,1,0
15591995,757,5,121581.56,2,1,1,0
15677020,570,5,0,1,0,1,1
15727688,555,4,0,2,1,1,0
15715941,692,4,0,2,1,1,0
15714485,774,6,85891.55,1,1,0,1
15730059,638,6,77637.35,2,1,1,0
15715527,543,6,0,1,0,0,0
15576623,584,5,0,2,1,0,0
15805565,691,6,116927.89,1,1,0,0
15677307,684,4,137326.65,1,1,0,0
15773890,733,4,0,2,1,1,0
15598883,599,3,0,2,1,1,0
15568506,524,5,67238.98,2,1,1,0
15761043,632,4,86569.76,2,1,0,0
15782236,735,4,0,2,0,0,0
15593601,734,3,133598.4,1,1,1,0
15682048,605,3,136188.78,1,1,1,1
15746902,793,6,0,2,1,0,0
15752081,468,4,0,3,0,1,1
15781307,779,6,120092.52,2,1,0,0
15775912,698,4,101238.24,2,0,1,1
15745417,707,4,89685.92,1,0,1,0
15671256,850,6,211774.31,1,1,0,1
15653547,850,4,131317.48,1,1,1,0
15595766,527,6,93722.73,2,1,1,0
15742358,696,7,101160.99,1,1,1,0
15763274,661,7,120320.54,1,0,0,0
15786063,776,6,0,2,1,1,0
15600258,701,3,0,2,1,1,0
15573318,610,4,0,2,1,0,0
15653849,572,7,152827.99,1,1,0,1
15694272,673,3,64097.75,1,1,1,0
15736112,519,3,119035.35,2,1,1,0
15749851,702,5,135219.57,1,0,1,0
15663478,729,4,93694.42,1,1,1,0
15592300,543,5,59408.63,1,1,0,0
15567832,550,4,114354.95,1,1,0,0
15776780,608,4,0,1,1,0,1
15592846,639,4,128173.9,2,1,0,0
15739803,686,3,0,2,1,0,0
15794142,564,6,114931.35,3,0,1,1
15762729,745,5,111071.36,1,1,0,1
15667896,833,5,151226.18,2,1,1,0
15626578,622,5,0,2,1,1,0
15776223,597,4,64740.12,1,1,1,0
15705953,721,4,169312.13,1,1,0,1
15802593,504,5,0,3,0,1,1
15615457,842,3,112652.08,2,1,0,0
15708916,587,3,0,2,1,0,0
15720187,479,7,143964.36,2,1,0,0
15595440,508,6,122451.46,2,1,1,0
15600651,749,3,0,3,1,1,0
15750141,721,4,65253.07,2,1,0,0
15657284,674,4,106901.94,1,1,1,1
15763063,685,4,128509.63,1,1,0,0
15709324,417,4,0,2,1,0,0
15711309,574,4,129834.67,1,1,0,0
15775318,590,4,154962.99,3,0,1,1
15705515,587,6,138241.9,2,1,0,0
15634844,598,6,91536.93,1,1,0,1
15717046,741,4,0,2,1,1,0
15571816,850,4,0,1,1,1,0
15670080,584,7,105204.01,1,0,1,0
15800440,650,4,152968.73,1,0,1,0
15665678,607,5,158261.68,1,1,1,0
15665956,509,5,0,1,1,0,1
15788126,689,4,121021.05,1,1,1,0
15811773,543,7,0,2,1,1,0
15651674,438,5,0,1,0,0,1
15689614,687,6,137715.66,1,1,1,0
15795564,737,5,121192.22,2,1,1,0
15706647,761,5,0,3,1,1,0
15728505,601,7,100486.18,2,1,1,0
15730076,651,4,0,1,1,0,1
15622003,745,6,92566.53,2,1,0,0
15607312,648,4,0,2,1,1,1
15644753,848,4,110929.96,1,1,1,0
15653620,546,4,0,2,1,1,0
15761986,439,3,138901.61,1,1,0,0
15633922,755,7,123217.66,2,0,1,0
15734674,593,5,0,1,1,0,0
15658032,701,5,0,2,1,1,0
15692671,701,4,0,2,1,0,0
15737741,607,4,108431.87,2,0,1,1
15576352,586,4,0,2,0,1,0
15753719,547,5,72392.41,1,1,0,0
15803689,647,4,119741.77,2,0,0,1
15718057,760,4,100946.71,1,0,0,1
15722010,621,3,170491.84,1,1,0,1
15680998,725,5,0,1,1,1,0
15614782,526,5,0,1,1,0,0
15591047,519,4,157296.02,2,0,0,1
15788291,713,5,144606.22,1,1,1,1
15604044,700,5,134811.3,1,1,0,0
15679587,666,6,115897.12,1,1,1,0
15775153,630,4,82034,1,0,0,0
15603925,779,3,174318.13,2,0,1,0
15680970,611,3,114206.84,1,1,0,0
15697183,685,4,0,2,1,0,0
15567446,646,5,111574.41,1,1,1,0
15637476,683,7,162448.69,1,0,0,1
15714939,484,5,148249.54,1,0,1,0
15683503,601,7,0,3,0,1,1
15645569,762,3,123709.46,2,1,1,0
15782569,687,7,0,1,0,1,0
15592387,566,6,0,1,1,0,1
15609286,702,4,150525.8,1,1,1,0
15814035,601,4,0,1,1,1,0
15661249,699,6,0,2,0,1,0
15629117,584,4,0,2,1,0,0
15607170,699,6,0,2,1,1,0
15586585,698,5,111018.98,1,1,0,0
15686611,495,5,129755.99,1,0,0,0
15603203,650,4,0,2,1,0,0
15619857,605,4,129555.7,1,1,1,0
15805062,667,4,87202.38,1,1,1,0
15660271,688,3,146133.39,1,1,1,0
15745295,727,5,0,1,1,0,1
15719352,754,5,170184.99,2,1,0,0
15766575,612,4,140745.33,1,1,0,1
15594594,546,5,139070.51,1,1,1,0
15646161,673,3,0,2,1,1,0
15682585,593,7,114193.24,1,1,0,0
15603134,656,5,167878.5,1,0,1,0
15636444,535,4,141616.55,2,1,1,0
15773456,678,5,145747.67,2,0,1,0
15745307,477,5,129120.64,1,0,1,0
15604119,850,6,110349.82,1,0,0,0
15626900,427,6,141325.56,1,1,1,0
15605447,752,6,78653.84,1,1,0,0
15589030,649,6,0,2,1,1,0
15692463,799,7,142253.65,1,1,0,0
15712403,589,3,0,1,1,0,1
15811762,583,3,115988.86,1,1,0,1
15718673,839,5,75592.43,1,1,0,0
15724282,540,7,164113.04,2,1,1,0
15738181,850,4,67996.23,2,0,0,1
15633648,696,5,0,2,1,0,0
15603323,660,4,0,2,0,0,0
15583725,682,5,138778.15,1,0,1,0
15588350,744,3,147832.15,1,0,1,0
15798398,785,5,135438.4,1,0,0,0
15784844,752,7,116060.08,1,1,0,1
15580684,706,3,112564.62,1,1,0,0
15809663,583,7,125406.58,1,1,1,0
15640078,660,6,135134.99,1,1,0,1
15698786,819,5,133102.92,1,1,0,1
15569807,673,5,42157.08,1,1,0,1
15730830,752,3,0,2,1,1,0
15805112,578,6,82259.29,1,1,0,0
15633064,438,7,0,2,1,0,0
15703119,652,6,0,2,1,1,0
15730447,629,5,0,2,1,1,0
15813850,720,4,0,1,1,1,0
15711889,668,7,150461.07,1,1,0,0
15664610,459,6,133994.52,1,1,1,1
15751710,729,5,164870.81,2,1,1,0
15692926,498,5,121702.73,1,1,1,0
15813741,549,5,193858.2,1,0,1,0
15698474,601,4,131039.97,2,1,1,0
15568595,544,6,113829.45,1,1,1,0
15603065,751,4,0,2,1,0,0
15592937,632,7,81877.38,1,1,1,0
15699637,694,6,116326.07,1,1,1,0
15667215,678,6,0,2,1,1,0
15788659,695,5,0,2,1,1,0
15763218,661,4,0,2,0,1,0
15645772,661,6,0,2,1,1,0
15725511,559,6,127070.73,1,0,1,0
15575024,503,3,0,2,1,1,0
15640825,695,6,122549.64,1,1,1,0
15662397,640,5,176099.13,1,1,1,0
15576368,624,4,122388.38,2,0,0,0
15674991,667,7,0,2,0,1,0
15721024,642,6,0,1,0,0,0
15745621,640,4,118879.35,2,1,1,0
15642394,529,6,0,2,1,1,0
15754605,563,4,0,2,1,1,0
15607040,593,4,88736.44,2,1,0,0
15715142,739,7,102703.62,1,0,1,1
15810978,788,5,0,2,1,1,0
15668886,684,4,0,2,1,0,0
15780804,482,6,97318.25,1,0,1,0
15613880,591,5,128468.69,1,0,1,0
15775238,651,4,133432.59,1,0,1,0
15786905,749,6,141782.57,2,0,0,0
15747867,583,4,135125.28,1,0,0,0
15600337,661,6,178820.91,1,0,0,1
15801277,715,4,112212.14,2,1,1,0
15579334,769,5,126674.81,1,1,0,1
15802741,625,6,136294.97,1,1,0,1
15720649,641,5,66392.64,1,1,0,0
15589493,716,6,122552.34,2,1,0,0
15688251,767,6,76408.85,2,1,0,0
15665238,745,4,145071.24,1,0,0,0
15740900,589,6,0,2,1,1,0
15681068,796,4,109730.22,1,1,1,0
15748625,664,6,0,2,1,1,0
15727299,445,4,64119.38,1,1,1,1
15620204,543,3,106138.33,2,1,1,1
